Content Category Type,Content Category,title,content file type,Lesson/ Chapter,description,thumb Image file name (must be unique) (with extension),content file name (must be unique) (with extension),is Published,view order,Tag 1,Tag 2,Tag 3,Tag 4
Class Four,English For Today (Class Four),"U -4, L-1-2, Family tree",VIDEO,"U -4, L-1-2, Family tree","Listening : 3.2.1 to understand questions about family and friends of students.
Speaking : 3.1.1 ask and answer Wh- questions.
Reading : 1.5.1 read words , phrases and sentences in the text with","EP 6, Class 4, English, U -4, L-1-2, Family tree.jpg","EP 6, Class 4, English, U -4, L-1-2, Family tree.mp4",Yes,1285,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Family tree,ফ্যামিলি ট্রি
Class Four,English For Today (Class Four),"U -4,  L-3-4, Verb to be",VIDEO,"U -4,  L-3-4, Verb to be","Listening: 1.2.1 Recognize which syllable in a words stresses. Speaking: 1.1.1 Repeat words, Phrases and sentences after ther teacher with proper sounds, stress and information. Writing: 3.1.1 Write words, phrases and sentences using non-cursive capital and small letters.","EP 7, Class 4, English, U -4,  L-3-4, Verb to be.jpg","EP 7, Class 4, English, U -4,  L-3-4, Verb to be.mp4",Yes,1286,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Verb to be,ভার্ব টু বি 
Class Four,English For Today (Class Four),"U - 5, L-1-2, Classroom language",VIDEO,"U - 5, L-1-2, Classroom language",Listening: 2.2.1: carry out a set of commands and instructions.  Reading:   7.1.1: give instructions and commands.,"EP 8, Class 4, English, U - 5, L-1-2, Classroom language.jpg","EP 8, Class 4, English, U - 5, L-1-2, Classroom language.mp4",Yes,1287,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Classroom language,ক্লাসরুম ল্যাঙ্গুয়েজ 
Class Four,English For Today (Class Four),"U -5,  L-3-4, Sound practice 1",VIDEO,"U -5,  L-3-4, Sound practice 1","Reading skills: 1.5.1 To read words, phrases and sentences in the text with proper
pronunciation, stress and intonation.","EP 9, Class 4, English, U -5,  L-3-4, Sound practice 1.jpg","EP 9, Class 4, English, U -5,  L-3-4, Sound practice 1.mp4",Yes,1288,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Sound practice 1,সাউন্ড প্র্যাকটিস ওয়ান
Class Four,English For Today (Class Four),"U -6,  L-1-2, At the shop",VIDEO,"U -6,  L-1-2, At the shop",,"EP 10, Class 4, English, U -6,  L-1-2, At the shop.jpg","EP 10, Class 4, English, U -6,  L-1-2, At the shop.mp4",Yes,1289,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,At the shop,এট দ্যা শপ
Class Four,English For Today (Class Four),"U -6,  L-3, Counting",VIDEO,"U -6,  L-3, Counting",Listening: 1.1.1 Recognize sound difference in the context of word. Reading: 2.1.1 Recognize and read cardinal numbers from 101-500.,"EP 11, Class 4, English, U -6,  L-3, Counting.jpg","EP 11, Class 4, English, U -6,  L-3, Counting.mp4",Yes,1290,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Counting,কাউন্টিং 
Class Four,English For Today (Class Four),"Unit: 7, Lesson: (A & B), “Making Requests.”",VIDEO,"Unit: 7, Lesson: (A & B), “Making Requests.”","Listening:
2.3.1: respond to requests.
Speaking:
7.2.1: make requests and respond.
Reading:
1.7.1: read short paragraphs, dialogues and simple letters.","EP 12, Class 4, English, Unit: 7, Lesson: (A & B), Making Requests.jpg","EP 12, Class 4, English, Unit: 7, Lesson: (A & B), Making Requests.mp4",Yes,1291,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Making Requests,মেকিং রিকোয়েস্ট
Class Four,English For Today (Class Four),"U -8,  L-1-2, Traffic lights",VIDEO,"U -8,  L-1-2, Traffic lights","Listening
1.3.1 Recognize which words in a sentence are stressed.
Speaking
1.1.1 To repeatafter the teacher and say the words, phrases and sentences
with proper sounds, stress and intonation.
Reading
1.2.1 Read words, phrases and sentences in the text with proper pronounciation, stress and intonation
writing

3.1.1 Write words, phrases and sentences using non-cursive capital and small letters.","EP 13, Class 4, English, U -8,  L-1-2, Traffic lights.jpg","EP 13, Class 4, English, U -8,  L-1-2, Traffic lights.mp4",Yes,1292,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) , Traffic lights,ট্র্যাফিক লাইটস ১
Class Four,English For Today (Class Four),"U -8,  L-3-4, Numbers",VIDEO,"U -8,  L-3-4, Numbers","Reading
2.1.1 Recognize and read cardinal numbers from 101-500.
Writing
2.1.1 Write cardinal numbers 101-500 in figures.

4.1.1 Copy and write cardinal numbers up to 50 both in figures and in words.","EP 14, Class 4, English, U -8,  L-3-4, Numbers.jpg","EP 14, Class 4, English, U -8,  L-3-4, Numbers.mp4",Yes,1293,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Numbers 4,নাম্বারস ৪
Class Four,English For Today (Class Four),"U -9 L-1-2, Traffic rules",VIDEO,"U -9 L-1-2, Traffic rules","Reading:
1.5.1: Read words, phrases and sentences in the text with
proper pronunciation, stress and intonation.
Writing:
3.1.1: Write words, phrases and sentences using
non-cursive capital and small letters.","EP 15, Class 4, English, U -9 L-1-2, Traffic rules.jpg","EP 15, Class 4, English, U -9 L-1-2, Traffic rules.mp4",Yes,1294,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) , Traffic rules,ট্র্যাফিক রুলস
Class Four,English For Today (Class Four),"U -10 L-1-2, Who’s first",VIDEO,"U -10 L-1-2, Who’s first","Speaking:
1.1.1 repeat after the teacher and say words, phrases and sentences with
proper sounds, stress and intonation.
Reading:
2.2.1 recognize and read ordinal numbers up to 10th","EP 16, Class 4, English, U -10 L-1-2, Who’s first.jpg","EP 16, Class 4, English, U -10 L-1-2, Who’s first.mp4",Yes,1295,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Who's first,হুজ ফার্স্ট 
Class Four,English For Today (Class Four),"U -11 L-1-2, Say it right!",VIDEO,"U -11 L-1-2, Say it right!","Listening:
1.1.1 recognize sound differences in the context of words.
Speaking:
1.1.1 repeat after the teacher and say words, phrases and sentences
with proper sounds, stress and intonation.
Reading:
1.5.1 read words, phrases and sentences in the","EP 17, Class 4, English, U -11 L-1-2, Say it right!.jpg","EP 17, Class 4, English, U -11 L-1-2, Say it right!.mp4",Yes,1296,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Say it right,সে ইট রাইট 
Class Four,English For Today (Class Four),"U-12_L- 1-2(A,B,C), Days Of Weeks",VIDEO,"U-12_L- 1-2(A,B,C), Days Of Weeks","Listening:
4.3.1 enjoy and understand simple poems.
Speaking:
4.1.1 repeat poems after the teacher.
Reading:
4.1.1 read aloud poems with proper sounds, stress and intonation.
Writing:
7.1.1 write names of the days of the week and the months.","EP 18, Class 4, English, U-12_L- 1-2(A,B,C), Days Of Weeks.jpg","EP 18, Class 4, English, U-12_L- 1-2(A,B,C), Days Of Weeks.mp4",Yes,1297,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Days of the Week,ডেইজ অফ দ্যা উইক
Class Four,English For Today (Class Four),"Unit: 12, L-1,2 (A,B,C),Days of the week ",VIDEO,"Unit: 12, L-1,2 (A,B,C),Days of the week ","Listening:
4.3.1 enjoy and understand simple poems.
Speaking:
4.1.1 repeat poems after the teacher.
Reading:
4.1.1 read aloud poems with proper sounds, stress and intonation.
Writing:
7.1.1 write names of the days of the week and the months.","EP 19, Class 4, English, Unit: 12, L-1,2 (A,B,C),Days of the week.jpg","EP 19, Class 4, English, Unit: 12, L-1,2 (A,B,C),Days of the week.mp4",Yes,1298,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Days of the Week,ডেইজ অফ দ্যা উইক
Class Four,English For Today (Class Four),"U -13 L-1-2, Telling the time",VIDEO,"U -13 L-1-2, Telling the time","Reading:
3.2.1 read the clock (hours only) and mention a.m./p.m.
Writing:
7.2.1 write the time (hours only) and mention a.m./p.m.","EP 20, Class 4, English, U -13 L-1-2, Telling the time.jpg","EP 20, Class 4, English, U -13 L-1-2, Telling the time.mp4",Yes,1299,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Telling the time,টেলিং দ্যা টাইম 2
Class Four,English For Today (Class Four),"U -13 L-3-4, Telling the time",VIDEO,"U -13 L-3-4, Telling the time","Reading:
3.2.1 read the clock (hours only) and mention a.m./p.m.
Writing:
7.2.1 write the time (hours only) and mention a.m./p.m.","EP 21, Class 4, English, U -13 L-3-4, Telling the time.jpg","EP 21, Class 4, English, U -13 L-3-4, Telling the time.mp4",Yes,1300,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Telling the time,টেলিং দ্যা টাইম 2
Class Four,English For Today (Class Four),"U -14 L-1-2, Mita’s day",VIDEO,"U -14 L-1-2, Mita’s day","Speaking: 5.1.1 tell the time (hours only and mention a.m /p.m.
Reading: 3.2.1 read the clock (hours only) and mention a.m / p.m.
Writing: 7.2.1 write the time (hours only) and mention a.m / p.m.","EP 22 Class 4, English, U -14 L-1-2, Mita’s day.jpg","EP 22 Class 4, English, U -14 L-1-2, Mita’s day.mp4",Yes,1301,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Mita's day,মিতা’স ডে
Class Four,English For Today (Class Four),"U -14 L-3-4, My day",VIDEO,"U -14 L-3-4, My day","Reading:
1.5.1 read words, phrases and sentences in text with proper
pronunciation, stress and intonation.
Writing:
10.2.1 write a short composition about oneself, friend, fa.m.ily and
other fa.m.iliar topics.","EP 23, Class 4, English, U -14 L-3-4, My day.jpg","EP 23, Class 4, English, U -14 L-3-4, My day.mp4",Yes,1302,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,My day,মাই ডে
Class Four,English For Today (Class Four),"U -15 L-1-3 (A), Sagar and his family",VIDEO,"U -15 L-1-3 (A), Sagar and his family","Listening:
3.2.1 understand questions about
family and friends of students.
Speaking:
6.2.1 talk about people, objects, events etc.
Reading:
5.1.1 read silently with understanding paragraphs,
stories and other reads materials.","EP 24, Class 4, English, U -15 L-1-3 (A), Sagar and his family.jpg","EP 24, Class 4, English, U -15 L-1-3 (A), Sagar and his family.mp4",Yes,1303,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Sagar and his family,সাগর এন্ড হিজ ফ্যামিলি
Class Four,English For Today (Class Four),"U -15 L-4-5, Wh- words and do/ does",VIDEO,"U -15 L-4-5, Wh-words and do/ does","Listening
1.4.1 Recognize and use intonation patterns for Wh-and Yes/No questions, greetings and statements.
Speaking
3.1.1 Ask and answer Wh question.","EP 25, Class 4, English, English For Today.jpg","EP 25, Class 4, English, English For Today, U-15, L-4-5.mp4",Yes,1304,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Wh- words and do/ does,ডু/ডাস
Class Four,English For Today (Class Four),"U -15 L-4-5, Wh- words and do/ does",VIDEO,"U -15 L-4-5, Wh- words and do/ does","Listening
1.4.1 Recognize and use intonation patterns for Wh-and Yes/No questions, greetings and statements.
Speaking
3.1.1 Ask and answer Wh question.","EP 26, Class 4, English, English For Today.jpg","EP 26, Class 4, English, English For Today, U-15, L-4-5mp4",Yes,1305,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Wh- words and do/ does,ডু/ডাস
Class Four,English For Today (Class Four),"U -16 L-1-2 (A), Sagar’s week",VIDEO,"U -16 L-1-2 (A), Sagar’s week","Listening: 3.2.1. Understand questions about family and friends of students.
Speaking: 6.2.1. Talk about people, objects, events, etc.
Reading: 1.7.1. Read short paragraphs, dialogues, and simple letters.","EP 27, Class 4, English, U -16 L-1-2 (A), Sagar’s week.jpg","EP 27, Class 4, English, U -16 L-1-2 (A), Sagar’s week.mp4",Yes,1306,English For Today (Class Four),ইংলিশ ফর টুডে (৪র্থ শ্রেণি) ,Sagar's Week,সাগর’স উইক
